Plot,Q1,Q2,Q3,Q4,Q5,Genre
"Chaplin's character attempts to convince a passerby (director Henry Lehrman) to give him money. Chaplin is then shown flirting with a woman and proposes to her, which she accepts. Lehrman enters to present the woman with flowers and a ring, which the woman refuses citing she's engaged. Lerhman sees Chaplin and a slapstick fight between the two ensues. Later, Lehrman's character takes a photograph of an automobile accident; Chaplin's character steals the camera whilst the journalist is helping a trapped motorist and rushes back to the paper with it to claim the photograph as his own. A short pursuit with the Keystone Kops follows.[2]",1,1,0,0,1,comedy
"The Masquerader is a comedy short whose plot revolves around making films at Keystone. Charlie plays an actor who bungles several scenes and is kicked off the studio. The next day a strange beautiful woman appears to audition for the film. It's Charlie in drag. After doing a perfect impersonation of a female, Charlie has drawn the attention of the director who hires the new ""actress' in his films. The director gives the beautiful woman the men's dressing room to change in. While there Charlie's returns to his tramp costume. When the director returns, looking for the woman, he finds Charlie and realizes he has been tricked. Angry, the director chases Charlie through the studio until Charlie decides to jump into what he thinks is a prop well. The film ends with the director and other actors laughing at Charlie as he is trapped in the bottom of a real well. The plot involving a man dressing up as a woman was quite popular in silent movies.",1,0,0,0,1,comedy
"The hero, a janitor played by Chaplin, is fired from work for accidentally knocking his bucket of water out the window and onto his boss, the chief banker (Tandy). Meanwhile, one of the junior managers (Dillon) is being threatened with exposure by his bookie for his unpaid gambling debts. Thus the manager decides to steal from the company. He is caught in the act of raiding the vault by the bank secretary (Carruthers) who rings for help. Chaplin comes to the rescue only to be misjudged by the chief banker as the thief. The secretary fingers the manager and Charlie receives a just reward and a handshake for foiling the robbery.",1,0,0,0,1,comedy
"Charlie is in charge of stage ""props"" and has trouble with actors' luggage and conflicts over who gets the star's dressing room.
Small caricatures on the wall indicate both the stars and the head of what can only be Charlie Chaplin with the word ""PROPS"" below.
Once the dressing-room issue is resolved the next issue is getting everyone on stage with the correct backdrop.
The order of performance, all of which is seen is:
The ""Goo-Goo Sisters"", billed as comediennes; two young girls dancing ""Garlico"" and his Feets of Strength (sic); a strong-man aided by his beautiful assistant who gets knocked out just before she goes on stage, allowing Charlie to step in. ""Sorrow"" a drama performed by a man and woman.
During the performances we see the audience reaction throughout, ranging from delight to booing.
Backstage Charlie and an old man fight, often disrupting the on-stage performances. The audience also breaks into a fight, and a hose brought out behind the scenes ends up squirting over them.",1,1,0,1,1,comedy
"A drunk reveller (Chaplin) returns home to a scolding from his wife. Then his equally inebriated neighbor (Arbuckle) goes home to a cold reception from his wife. When the first couple hear the physical altercation across the hall (the second man starts strangling his wife after she hits him), the reveller's wife sends him to investigate. The two men flee together and end up in a cafe, where they also cause trouble. When their spouses track them down, they escape, this time to a leaky rowboat. Safely out of reach of their wives, they fall asleep, oblivious to the rising water into which they eventually disappear.",1,1,0,0,1,comedy
"Grace Roberts (played by Lea Leland), marries rancher Edward Smith, who is revealed to be a neglectful, vice-ridden spouse. They have a daughter, Vivian. Dr. Franklin (Leonid Samoloff) whisks Grace away from this unhappy life, and they move to New York under aliases, pretending to be married (since surely Smith would not agree to a divorce). Grace and Franklin have a son, Walter (Milton S. Gould). Vivian gets sick, however, and Grace and Franklin return to save her. Somehow this reunion, as Smith had assumed Grace to be dead, causes the death of Franklin. This plot device frees Grace to return to her father's farm with both children.[1]",1,1,0,1,1,drama
"The Masher played by Charlie Chaplin fights for the attention of the landlady with the Rival played by Chester Conklin at the beginning of the film. The Masher makes his attempt first. While he is talking to the Landlady played by Helen Carruthers the Rival pokes him with a fork from behind a curtain. The Masher gets upset and returns to the table. The Rival makes a gesture to the Masher and goes on to talk to the landlady. As the Masher sweet talks the Landlady, the Rival does the same thing the Masher did to him. The Landlady gets upset and walks away from the Masher. Upset, the Masher returns to the table and takes the Rival outside by his tie.[1]
They eventually go their separate ways when the Masher goes into a bar and the Rival keeps walking toward the park. Before the Masher goes into the bar, he is distracted by a blonde girl (Cecile Arnold) who blinks at him. The girl turns and the Masher fallows her until her tall boyfriend appears. The Masher runs away.[1]
Once at the park the Masher finds the Rival with a Brunette girl (Vivian Edwards). The girl the Masher had encountered before ends up at the park as well with her boyfriend. The Masher becomes jealous. He follows the two girls to a theater where he sits between them. He finally has the attention of both girls and zones off. The boyfriend and the Rival come into the theater to find the Masher with their respected girlfriends. The girls see their boyfriends and run out of the theater. The Masher is in his own world and did not realized the girls had been replaced by the tall boyfriend and the Rival. He opens his eyes and realizes what is happening. He quickly jumps up and the two upset men fight him. The Masher gets thrown into the screen.[1]",1,1,0,0,1,comedy
"Charles Chaplin portrays a womanizing city man who meets Tillie (Marie Dressler) in the country after a fight with his girlfriend (Mabel Normand). When he sees that Tillie's father (Mack Swain) has a very large bankroll for his workers, he persuades her to elope with him. In the city, he meets the woman he was seeing already, and tries to work around the complication to steal Tillie's money. He gets Tillie drunk in a restaurant and asks her to let him hold the pocketbook. Since she is drunk, she agrees, and he escapes with his old girlfriend and the money.
Later that day, they see a picture show entitled ""A Thief's Fate"", which illustrates their thievery in the form of a morality play. They both feel guilty and leave the theater. While sitting on a park bench, a paperboy (Gordon Griffith) asks him to buy a newspaper. He does so, and reads the story about Tillie's Uncle Banks (Charles Bennett), a millionaire who died while on a mountain-climbing expedition. Tillie is named sole heir and inherits three million dollars. The man leaves his girlfriend on the park bench and runs to the restaurant, where Tillie is now forced to work to support herself as she is too embarrassed to go home. He begs her to take him back and although she is skeptical at first, she believes that he truly loves her and they marry. They move into the uncle's mansion and throw a big party, which ends horribly when Tillie finds her husband with his old girlfriend, smuggled into the house and working as one of their maids.
The uncle is found on a mountaintop, alive after all. He goes back to his mansion, in disarray after Tillie instigated a gunfight (a direct result of the husband smuggling the old girlfriend into the house) which, luckily, did not harm anyone. Uncle Banks insists that Tillie be arrested for the damage she has caused to his house. The three run from the cops all the way to a dock, where a car ""bumps"" Tillie into the water. She flails about, hoping to be rescued. She is eventually pulled to safety, and both Tillie and the man's girlfriend realize that they are too good for him. He leaves, and the two girls become friends.",1,1,0,1,1,comedy
"Baron Yamaki (Sessue Hayakawa) is a fisherman who lives along with his daughter Toya San (Tsuru Aoki) on an island. The island is inhabited by Buddhists and Yamaki had been cursed by Buddha for an affront by one of his ancestors who in a murderous rage, defiled an altar of Buddha in the nearby temple. The curse was that if his daughter married anyone, then the nearby volcano would erupt. Toya finds it difficult to form relationships with boys because the village prophet Takeo (Thomas Kurihara) has spread the rumour that she is cursed. She is therefore unwilling to continue her father's acceptance of the curse. When Yamaki takes Toya-san to the Buddha shrine in the garden of his house to pray and try to get the curse removed, she vents her feelings about the god's unfairness.
An American sailor, Tom Wilson (Frank Borzage), whose ship has been wrecked in a storm comes to them for help and shelter. Wilson falls in love with Toya and teaches her about Christianity. To the consternation of her father, Toya decides to convert and marry Tom at the local Japanese-American mission. However, her father also converts. The locals, who have been stirred up by Takeo, go on a murderous rampage against the family. They first go to the chapel but the newlyweds evade them and so they go to the beach house instead. When the mob reaches his house, Yamaki throws out the Buddha statue he had set up in his house and puts a cross in its place. The villagers are infuriated by this; they beat him to death beneath the cross and burn his house. Eventually, the volcano erupts and the village is destroyed, and Takeo dies in an avalanche. Only Tom Wilson and Toya San survive. They are taken away from the destroyed village by a United States merchant vessel. At the end of the film, Tom tells his bride, ""Your gods may be powerful, Toya San, but mine has proved his omnipotence. You are saved to perpetuate your race.""",1,1,0,1,1,drama
"Ted Ewing (Edward Abeles) invests both his own and the money of his fiancée, Nora Heldreth (Betty Schade), when a broker friend offers big investment returns. After the broker friend disappears, though, Ewing believes that he has squandered their money, and sets out on a course of action to recover it. He takes out a life insurance policy and then tries to get himself ""accidentally"" killed. His numerous attempts are to no avail. Next he hires some strong arms to kill him since they have apparently been following him anyway. He gives the money for his murder for hire to his valet, Oki (Sessue Hayakawa). But then the broker returns and Ewing discovers that his investment has doubled! With the strong arms after him, Ewing must straighten out the situation before it's too late.",1,0,0,1,1,comedy
"Socialite Edith Hardy (Ward) has extravagant tastes. Her stockbroker husband Richard (Dean), with all of his money tied up in a very promising investment, insists she send back an expensive dress she has just bought. When she asks an acquaintance what he could do with $10,000, he assures her he could double it overnight. She gives him the Red Cross funds entrusted to her as the charity's treasurer.
The next day, however, he reports that the money is gone. Hishituru Tori (Hayakawa), a wealthy Japanese admirer (changed in the film's 1918 re-release to a Burmese ivory king named ""Haka Arakau""), overhears and offers her a loan, if she is willing to pay the price of her virtue.
The same day, her husband is jubilant that his gamble has paid off. She asks him for $10,000, which she explains is to cover her losses playing bridge. She visits Tori and tries to pay him back, but he refuses to cancel their bargain. She threatens to kill herself, but he is so confident that she is bluffing that he hands her a pistol. When she continues to resist his advances, he subdues her and brands her on the back of the shoulder with the seal with which he marks all of his property. Edith grabs the gun and shoots him in the shoulder, then flees. Richard, having followed her after she left their home, finds Tori and picks up the gun. He is held for the police by Tori's servants. When questioned, he confesses to the crime to protect his wife.
When Edith visits him in jail, Richard orders her to remain silent. During the trial, both he and Tori testify on the stand that he was the shooter. However, when he is found guilty, Edith rushes to the judge and announces she did it. When she shows the brand to all, the judge and officers of the court have great difficulty keeping the outraged spectators from attacking Tori. The judge sets aside the verdict, and Edith and Richard depart the courtroom.[3]",1,1,0,1,1,drama
"Based on a summary in a film magazine,[2] Enoch, Annie, and Walter grow up as friends. Later, Annie decides to marry Enoch, but Walter, though bitter about the decision, remains their friend. Enoch and Annie have two children. Then business takes Enoch on a sailing voyage, which he states will take less than one year, and he asks Walter to look over his family while he is gone. Enoch does not return, and Walter dutifully cares after Enoch's wife and children. After ten years word comes of a wreck seen in the Pacific, and everyone believes Enoch has died. Walter and Annie then marry. One night a stranger comes to the house and through a window sees Walter, Annie, and the children happy. The stranger, who is Enoch, finds an old woman who tells him what happened. Enoch tells her to keep his secret, and then leaves. He later dies with a smile on his face.",1,0,0,0,1,drama
"John Schuyler (Edward José), a rich Wall Street lawyer and diplomat, is a husband and a devoted family man. He is sent to England on a diplomatic mission without his wife and daughter. On the ship he meets the ""Vampire woman"" (Theda Bara) who uses her charms to seduce men, only to leave after ruining their lives.
Completely under the influence of this woman, Schuyler loses his job and abandons his family. All attempts by his family to get him back on the right path fail and the ""fool"" plunges ever deeper into degradation.",1,0,0,1,1,drama
"Considered a coward by his fiancée and comrades in arms, a British army officer has to redeem himself.",1,0,0,0,1,drama
"A farm youth goes to college, pursues the pretty co-eds and joins a fraternity.",1,0,0,0,1,comedy
"Luke (Harold Lloyd) works in a shoe store, but has difficulty focusing on work when a pretty girl is near.",1,0,0,0,1,comedy
"The film tells the story of Pietro ""Beppo"" Donnetti. Donnetti is a poor, but happy, gondolier in Venice, Italy. Beppo falls in love with Annette Ancello, but her father, Trudo, wants her to marry another suitor, one who is a successful businessman. If Beppo can prove himself within a year, Trudo agrees to allow him to marry Annette.
Beppo sails for America to make his fortune, making a living working as a shoeshiner on a street corner in New York City. He borrows money from an Irish ward boss, Bill Corrigan, and sends for Annette to join him. In exchange, Beppo agrees to help Corrigan's candidate win the Italian vote in the ward.
When Annette arrives in New York, she and Beppo are married, and the following year they have a son, Tony. Beppo, Annette and Tony live a happy life in their Lower East Side tenement. The happiness is interrupted when the baby contracts a fever during a heatwave. The doctor instructs them to feed pasteurized milk to the baby. Beppo works hard to earn the money to purchase the expensive milk. While walking to the store to buy the milk, Beppo is robbed. He attacks the men who robbed him and is arrested. Beppo asks Corrigan to help his baby while he is in jail: ""I must get-a-de-milk or my babee is die."" Corrigan rebuffs Beppo, and Beppo's baby dies during Beppo's five days in jail.
When Beppo is released from jail, he learns that Corrigan's young daughter is ill and vows to avenge his son's death by killing Corrigan's daughter. Beppo sneaks into Corrigan's house, but when he sees Corrigan's daughter lying in her crib, he cannot act on his plan, and he leaves the child unharmed.
In the final scene of the narrative, Beppo is shown placing flowers and sobbing over his son's grave.",1,1,0,1,1,drama
"Dora and her father are lost in the kitchen (they have just fired their cook). An ad for new one in the newspaper attracts two crooks (one of which is Fritz Schade). He dresses like a woman to apply for the job. At his first opportunity he plans to loot the house, but just then, a cop on the beat stops in for coffee. Fritz locks the cop in the basement, picks up what things of value he can and escapes. He and his pal drive off in a Model T. Along the way Dora is kidnapped, the Keystone Cops give chase and all ends well in the end.",1,0,0,0,1,comedy
"As described in a film magazine,[3] La Valencia (Suratt), a stage beauty, has ensnared a young man who steals in order to shower her with the luxuries that she demands. He is caught and, after serving a 5-year term, emerges from prison a gray haired man. La Valencia comes across him again, and her passion revives. She seeks to ensnare him again, but now he is married and his old life has no charms for him. Desperate, she then threatens to reveal his past to his wife, which leads to a terrific climax.",1,0,0,1,1,drama
"Mademoiselle Poppea (played by Glaum) is the leading ballerina of the Imperial Ballet in Calcutta, India. Her beauty and charm bring to her many admirers, among them a British soldier, Captain Drake (played by Keenan), and an Indian prince, Yar Khan (played by Mayall), of the Bengalese Dragoons.
Although she loves Drake, Poppea agrees to marry the prince because of his title, wealth and high social standing. She keeps Drake as her lover, however, and he visits her regularly at the palace.
When the prince is ordered to transfer, he and Poppea go to live in the South. She finds the climate and culture repulsive and is bored and disgusted with her devoted husband. She then writes to Drake and begs him to come see her. Feigning illness, he takes leave from his military duties and travels to Poppea.
The prince is pleased to see Drake and receives him warmly. By accident, he discovers the adulterous relationship between Drake and his wife. As revenge, he pours two glasses of wine and puts arsenic into one. He then tells Poppea to select which glass each man will drink. Unknowingly, she selects the poisoned glass for Drake. After the toast, the prince watches as Drake has a horrible death. He disposes of Drake's body and forces his devastated wife, Poppea, to flee out into the desert.",1,1,0,1,1,drama
"As the American Civil War begins, Ned Burton leaves his Southern love, Agatha Warren, and joins the Union army. He is later protected and saved from death by Agatha in spite of her loyalty to the South.",1,1,0,1,1,drama
"Charlie is an assistant to Izzy A. Wake, a painter and paper hanger. The two men are on their way to a job via a cart. The boss rides in the cart, leisurely sitting atop all their paraphernalia, while Charlie is hitched to the cart like a mule. The boss also treats Charlie like a mule, beating him with a stick to get him to move faster. When the boss opts to take a shortcut up a steep hill, the out-of-control cart descends and is nearly hit by an oncoming streetcar. A second attempt to scale the enormous hill is successful. At the house they are to paper, Charlie becomes distracted by the pretty maid. The boss has a misadventure and falls, his head ending up in a bucket of paste. Meanwhile, the short-tempered homeowner is contending with the threat of an exploding stove and an amorous French visitor who is making passes at his wife. Shots are fired—and the target turns out to be Charlie who has been enjoying the maid's company. An enraged Charlie gives the Frenchman, his boss, and the homeowner each a face full of paste. As the fight moves into the kitchen, the troublesome stove finally explodes. When the dust dies down, Charlie is nowhere to be seen. Slowly the oven door opens. Charlie looks out and retreats back into the stove.",1,1,0,1,1,comedy
"Dr. Edmund B. Stewart is a talented young physician who is working hard to build both his professional reputation and practice. He is engaged to Emily Thurston whose father is said to be wealthy. The Thurstons move in the best social circles and Emily is congratulated because her fiance is a successful man. Emily loves Edmund, but is unhappy at the amount of time he spends working at his practice. Stewart's work schedule has caused her to miss many social engagements.[8]
Emily grows resentful that his dedication to duty has curtailed so much of her social life; she starts spending time with Benson Heath. Heath, who has no real job, is attracted to Emily because he believes her family is quite wealthy. He has recently lost a considerable amount of money through bad investments. Heath convinces Emily to break her engagement to Edmund Stewart and asks her to marry him. Stewart, who had been driving himself to work harder, is at the point of exhaustion. Emily and Heath's marriage is the final blow to his constitution; he becomes ill. His doctors advise him to go to the country for recuperation. On the journey, Stewart sees two tramps who appear to be quite happy; he decides to see if this type of life might make him happy also. He takes off his tie, tears off his shirt collar and falls in with the tramps. The tramps later steal Stewart's money and then he has no recourse but to remain a tramp.[8]
Six months after her marriage, Emily's father dies and it is learned he was not a wealthy man as was assumed. Heath becomes quite angry when he learns that his father in law left no large inheritance. He passes a check on his already overdrawn bank account, uses the money for gambling, and then takes Emily away to avoid being arrested. The couple moves West to a house in a desolate location. The area is deserted enough that two tramps show up and set up camp not for from the home.[8]
The tramps find their way into the house, planning to loot it. Their plans are foiled by Heath's returning home, so they hide in a closet. He is drunk and when Emily tries to take the bottle away from him, he erupts into a rage. Hearing the noise, the tramps wonder what is happening, so they carefully open the closet door a bit to see. Heath is choking Emily and the tramps are horrified at the sight. One of them bolts out of the closet and wrestles with Heath to free Emily from his grasp. As the two men struggle, Heath's gun discharges and he is fatally shot.[8]
The tramps flee, but are apprehended by the sheriff. Stewart, who has been living in the tramp camp, comes up to try helping his friends. When he enters the house he sees Heath lying dead on the floor and Emily also lying there, but in a dead faint. Stewart thinks Emily has shot her husband so he tells the sheriff he is responsible for Heath's death. When Emily regains consciousness, she tells the sheriff that Stewart was not the man who struggled with her husband. As Stewart is being released by the sheriff, Emily recognizes him and tells him she always loved him; no charges were filed in the death of Heath as the sheriff's opinion is that Heath got what he deserved.[8]",1,1,0,1,1,drama
"The narrative hinges on Jason's vow to wreak vengeance on his father for abandoning his mother. But his father dies, and Jason turns his desire for revenge against Sunlocks, his father's son of another wife. Both Sunlocks and Jason are in love with Greeba, daughter of the governor of the Isle of Man. Sunlocks and Jason go to Iceland, and are confined in prison. Jason not knowing Sunlocks, saves his half-brother from death in the mines. Jason not knowing Sunlocks, saves his half-brother from death in the mines. Jason is freed, but Sunlocks is condemned to death. Greeba pleads for Sunlocks' life, and Jason sacrifices himself by taking Sunlocks' place and dying for him.[1]",1,0,0,1,1,drama
"The film opens with the outbreak of a war in the previously peaceful kingdom of Wredpryd. Count Ferdinand is the inventor of a new submarine who is assigned to command the new ship in battle. The King of Wredpryd orders the Count to sink the ""ProPatria"" (""for my country""), a civilian ship that is believed to be carrying munitions as well as civilian passengers. In his mind's eye, the Count sees a vision of what would happen if he sent a torpedo crashing into the liner, and he recoils. He refuses to follow his orders, saying he is ""obeying orders -- from a Higher Power."" Realizing his crew will carry out the orders, the Count fights with the crew and blows up his submarine, sending it to the bottom of the sea.
The Count's soul descends into purgatory, where he encounters Jesus. Jesus announces that the Count can find redemption by returning to the living world as a voice for peace. Jesus tells the Count, ""Peace to thee, child, for in thy love for humanity is thy redemption. In thy earthly body will I return, and with thy voice plead for peace. Much evil is being wrought in my name.""
The Count returns to life and is stoned and reviled by his countrymen. He is put on trial by the king, a modern Pontius Pilate, and is sentenced to death. Five thousand women gather at the palace singing a song of peace and pleading with the king to end the war. The mothers' plea inspires the king to visit the cell of the condemned Count. The Count is found dead in his cell, and Jesus emerges from the Count's body and takes the king on a tour of the battlefields. Jesus asks, ""See here thy handiwork? Under thy reign, thy domain hath become a raging hell!"" In the film's most famous scene, Jesus walks through the battlefields amid the carnage of war.
The signing of a peace treaty follows, and the closing scenes depicts the happiness in store for the returning soldiers.",1,1,0,1,1,drama
A sultan agrees to help an evil witch destroy a mysterious beauty if the witch will bring his young son back to life.,1,1,0,0,1,drama
"Alicia is a poor girl living in the city with her family. When her father receives an inheritance, he is able to follow his dream of becoming an artist and moves his family near an artist's colony in the country. There he falls prey to a scheming widow, and he and his wife separate. Alicia, meanwhile, has become involved with a young man who is the widow's accomplice, and she throws over her former suitor, Dr. John Osborne. The young man is a proponent of free love, but he gets a little too free with Alicia and she beans him with a small statuette. She goes running back to her doctor sweetheart, and her parents decide to reconcile, since their separation obviously isn't doing their children any good.",1,0,0,0,1,drama
"Upon the death of her parents, little Hulda find herself sole guardian of her three small brothers. Fortunately, she receives a letter from her wealthy Uncle Peter in Pennsylvania inviting the three orphans to come to America and live with him. Shortly afterwards, Uncle Peter drives to the Port of New York to pick them up, but is injured by an automobile accident and taken to a hospital where he lies unidentified. Uncle Peter's disappearance not only causes distress to the three newly arrived Dutch immigrants, but also to a railroad president (Mr. Walton) who is trying to buy the right-of-way through Uncle Peter's farmland and has only three deals left in which to close the deal. The search for the old man by both Hulda and Mr. Walton's son result in a blossoming romance between the two.",1,0,0,1,1,drama
"Hoping to improve his financial lot, petty thief Hawk Chovinski (McGrail) hires a dancing instructor to teach him how to bear himself like a gentleman. His lessons completed, Hawk then poses as a European nobleman, intending to trap a wealthy wife. Yolande Cowles (Baird) sees through Hawk's pose but falls in love with him anyway.",1,1,0,0,1,drama
"A woman is thrown out of her home by her jealous husband and sinks into depravity. Twenty years later, she finds herself accused of murder for saving her son, who does not know who she is. He finds himself defending her without knowing her background.",1,1,0,1,1,drama
"Robbers steal the ""Koor-Hal Ruby"", killing four in the process, and elude the police. Newspaper managing editor Phil Bane sends for conceited crime writer/criminologist George Melville to write stories and boost his circulation. Melville claims the crime was masterminded by Andre Berlea, a man thought to have died four years before. He predicts to reporters that Berlea will next steal the Sunburst Diamond and kill the only witness, a butler, to the ruby theft. Seconds later, they receive news that a butler has been murdered.
On his way to see Bane, Melville is about to give a female panhandler some money when he is distracted by a car accident. The woman takes the opportunity to steal his wallet. He follows her to a beauty salon. When she emerges, after a complete makeover, she begs him not to do anything until after 8 o'clock. Over dinner, she explains that she ran away from her cruel husband with another man, from whom she later separated. Her ex-husband is finally letting her see her daughter, who turned four that day, and she needed the money to make herself presentable. They drive to a fancy mansion. Mrs. Northrop faints when she is shown a coffin; Mr. Northrop explains that the child died two days before. However, all is not as it seems. It turns out to be an elaborate practical joke on Melville concocted by the reporters; one of them is writing a play, Fury's Road, and Claire Peyton (""Mrs. Northrop"") is the star. Mr. Northrop was played by the producer, Blackton Gregory.
Minutes later, they learn that a famous painting has been stolen from next door. Gregory savors his latest acquisition in secret. When a henchman suggests getting rid of Melville, Gregory turns him down. Having found a worthy foe, he will not do something so crude. He goes to see Melville and hires him to help with the play. He asks why Melville is so sure that Berlea is alive. Melville explains that he believes that Berlea has a compulsion to own beautiful things. Before he ""died"", he tried to buy three such objects, but was turned down. Now two of them have been stolen. Melville predicts that the third, the Starburst Diamond, will be purloined on Saturday at 11 pm. Bane has faith in him and keeps his staff after hours and notifies the authorities, who set up a stakeout at the bank where the jewel is stored. When the deadline passes without anything happening, Bane fires Melville. Melville agrees to go to Gregory's retreat for a rest.
Gregory's men have dug a tunnel between the theater where the play, set on the front lines of World War I, will be performed and the bank. At the premiere, when mock explosions and firing are set off in a battle scene, they blast their way into the vault. When Peyton discovers the theft, she fears for Melville's life. However, Melville has been one step ahead of his nemesis, and later that night captures Gregory/Berlea. Furious at being fooled, she makes her own prediction: ""to make him suffer for the rest of his life"" ... by marrying him.",1,1,0,1,1,comedy
"Nadia, the daughter of a nobleman, rejects ancient Greece's senator Theron's love; so he has her and her lover, Lucian thrown into a burning crater. As punishment for this sin, the gods decree that he will roam the earth as a lion until he can right his wrong. A few millennia later, Nadia is now Agnes, the daughter of a millionaire, and Lucian is Arthur, a Wall Street broker.",1,1,0,1,1,drama
"Mary Beresford (Boland) is the wife of unambitious law clerk Al Beresford (Beresford). Thanks to Mary's tenacity and carefully calculated social-climbing, Al is promoted to the position of personal secretary of prominent financier Elihu Knowland (Keenan). Unfortunately, success goes to Al's head like a narcotic, and soon he has alienated everyone in New York, including Mary, who runs off for parts unknown.",1,0,0,0,1,drama
"As described in a film magazine,[3] British nobleman Bertie Cecil (Heyes) takes upon himself the blame for his brother's forgeries and, when supposed dead, enlists in the French Foreign Legion, serving in Algiers. There he wins the friendship of Emir, a native whose wife he had saved from the lust of his commanding officer. Old friends visit Algiers and recognize Bertie, and urge him to return and claim his own. His refusal leads to a scene where he strikes his commanding officer, and for this he is condemned to death. Cigarette, the ""daughter of the regiment,"" rides to obtain a pardon for Bertie and makes a terrific trip through a sand storm. She arrives too late with the reprieve, but just in time to receive in her own body the bullets intended for Bertie.",1,1,0,1,1,drama
The film is about a court case and embezzlement.,1,0,0,0,1,drama
"A father takes his daughter on a trip to Bermuda in an attempt to separate her from a suitor. Little does anyone know that the suitor has stowed away on board. When he is discovered, he is credited with catching a crook. The hapless hero receives a reward, and also the girl.",1,1,0,0,1,comedy
"Arbuckle, a butcher boy in a country store, is in love with Almondine (Alice Lake), the daughter of the store's general manager Mr. Grouch. Fatty's attempts to get close to her are sidetracked when the store's clerk Alum (Al St. John), a rival for Alice's affections, starts a fight with the rotund butcher. Their confrontation in the store soon involves an earlier customer (Buster Keaton) as well as Grouch. The resulting mayhem includes small bags of flour being hurled and ""exploding"", pies being tossed, and brooms being wildly swung amid the thick clouds of flour lingering in the air.
Determined to marry Almondine, Fatty later disguises himself as a female cousin and follows her to an all-girls boarding school. Unfortunately, Alum has the same idea and masquerades too as a female student. After another fight breaks out between Fatty and Alum, Fatty is taken by the school's principal Miss Teachem to a separate room to be punished. Meanwhile, Alum and his accomplices (Keaton and Joe Bordeaux) attempt to kidnap Almondine. Luckily, Fatty's dog Luke distracts the gang while Fatty and Almondine escape. Once outside, the couple see a sign on a tree identifying a nearby parsonage, so they run off arm-in-arm to get married there.
Note that the subtitles in a later release of The Butcher Boy cite new names for the characters: Alum is ""Slim Snavely"" and Almondine is ""Amanda"".[2]",1,1,0,0,1,comedy
"As described in a film magazine,[3] Armand Duval (Roscoe), a son in the proud but poor house of Duval, loves Camille (Bara), a notorious Parisian beauty. His love for Camille means that his sister Celeste (Whitney) cannot marry the man she loves, so the father goes to Camille and begs her to give Armand up, which she does. This arouses the anger of Armand and he denounces her one evening in public. The Count de Varville (Law) challenges Armand to a duel which he wins, wounding Armand in the arm. Believing Camille no longer loves him, Armand does not go to see her. One day his father tells him that Camille is dying. He goes to her and, after a few words, she dies in the arms of her lover.",1,0,0,0,1,drama
"In a slum called Easy Street, the police are failing to maintain law and order.
The Little Tramp is sleeping rough outside a mission near the streets of a lawless slum. He is reformed somewhat at the mission where there is singing and religious education. His religious awakening is inspired by a beautiful young woman who pleads for him to stay at the mission.
Spotting a help wanted ad for a job at the police station, the Little Tramp accepts and is assigned the rough-and-tumble Easy Street as his beat. Upon entering the street he finds a bully roughing up the locals and pilfering their money. The Little Tramp gets on the wrong side of the bully and following a chase the two eventually come to blows culminating in the Little Tramp inventively using a gas lamp to render the bully unconscious.
The bully is taken away by the police but manages to escape from the station and returns to Easy Street. After a long chase the Little Tramp manages to knock the bully unconscious by dropping a heavy stove on his head from an upstairs window. On returning to his beat on Easy Street the unruly mob knock the Little Tramp unconscious and drop him into a nearby cellar where he manages to save the aforementioned beautiful young woman from a nasty drug addict after accidentally sitting on the drug addict's needle. Supercharged by the effects of the drug he takes on the mob and heroically defeats them all and as a consequence restores peace and order to Easy Street. By the end of the film, even the bully has become a respectable, churchgoing citizen.",1,1,0,1,1,comedy
"A young boy, Pip, runs into an escaped convict at his local churchyard. Pip does favours for Magwitch (the convict), such as bringing him food etc. until Magwitch is eventually arrested and deported to Australia.",1,1,0,0,1,drama
"Polly Biggs (Peggy Hyland) is the eldest of a family of orphaned children who are taken in by their uncle, Mayor Hoadley (John S. Robertson). Hoadley despises the children and has only taken them in as good publicity for the upcoming election. His wife, Mrs. Hoadley (Julia Swayne Gordon) is equally cruel to the children, especially Polly.[3]
One day, Polly Biggs takes the children fishing and meets a young man named John Oxmore (Antonio Moreno), who is the son of the opposing mayoral candidate. When she returns home, Polly discovers that her uncle intends to send all the children to the poorhouse as soon as the election is over. Polly plans to take revenge on her uncle and immediately takes the children to the poorhouse herself, rather than let her uncle do so. Mayor Hoadley, frightened that voters may be incensed to learn that his nieces and nephews are living as orphans in a squalid poorhouse, goes to retrieve them. When Polly sees his car arriving at the poorhouse, she and the children flee. They find an unoccupied cabin in the woods where the brood of youngsters settle in. Unbeknownst to Polly, the cabin is owned by John Oxmore, the young man she met earlier. After Oxmore finds them at his cabin, he grants Polly permission to keep the children there. However, the next day he is accused of a murder committed by Mayor Hoadley. Although John was at the cabin at the time the murder was committed but he says nothing, in hopes of sparing Polly and the children. After John is arrested and Polly discovers his fate, she rushes to the courthouse and announces that John couldn't have committed the crime because he was with her and the children when it occurred. John is released and the cruel Mayor Hoadley is arrested and convicted of the crime.",1,1,0,1,1,drama
